Proposed,TotalAccepted,GoodMove,BoltzmannMove,Rejected,F(Q),Enthalpy,χ²
107300000,74708701,37716215,36992486,32591299,17.679964,-3.793540,-1898996.701000
107400000,74779211,37751470,37027741,32620789,17.744008,-3.793559,-1898996.942000
107500000,74849909,37786787,37063122,32650091,17.397493,-3.793535,-1899038.216000
107600000,74920513,37821984,37098529,32679487,17.720022,-3.793602,-1899021.721000
107700000,74991300,37857405,37133895,32708700,17.904742,-3.793554,-1898968.520000
107800000,75062169,37893191,37168978,32737831,17.954500,-3.793713,-1899040.423000
107900000,75132952,37928619,37204333,32767048,18.085011,-3.793948,-1899137.952000
108000000,75203365,37963673,37239692,32796635,17.787340,-3.793760,-1899090.320000
108100000,75274195,37998950,37275245,32825805,17.711081,-3.793621,-1899031.539000
108200000,75344786,38034253,37310533,32855214,17.978489,-3.793982,-1899170.721000
108300000,75415513,38069620,37345893,32884487,17.652267,-3.793827,-1899145.100000
108400000,75486276,38104845,37381431,32913724,17.606309,-3.793718,-1899099.349000
108500000,75557007,38140315,37416692,32942993,17.851810,-3.793931,-1899166.016000
108600000,75627664,38175723,37451941,32972336,17.510288,-3.793965,-1899236.438000
108700000,75698323,38211321,37487002,33001677,17.547444,-3.793837,-1899168.832000
108800000,75769061,38246692,37522369,33030939,18.081458,-3.794222,-1899275.772000
108900000,75839676,38282090,37557586,33060324,17.913785,-3.794137,-1899259.317000
109000000,75910192,38317271,37592921,33089808,17.409420,-3.793830,-1899184.453000
109100000,75980973,38352565,37628408,33119027,17.745628,-3.793542,-1898987.499000
109200000,76051605,38387884,37663721,33148395,17.529024,-3.793911,-1899206.141000
109300000,76121996,38423183,37698813,33178004,17.596408,-3.794223,-1899351.982000
109400000,76192687,38458464,37734223,33207313,17.664176,-3.793900,-1899179.727000
109500000,76263319,38493858,37769461,33236681,17.768340,-3.794280,-1899353.695000
109600000,76334095,38529213,37804882,33265905,17.524505,-3.794040,-1899271.678000
109700000,76404721,38564302,37840419,33295279,17.770736,-3.793939,-1899182.395000
109800000,76475321,38599575,37875746,33324679,17.828306,-3.794135,-1899271.775000
109900000,76546253,38634929,37911324,33353747,17.725455,-3.793884,-1899162.292000
110000000,76615990,38669800,37946190,33384010,17.578386,-3.793805,-1899145.507000
110100000,76686703,38705086,37981617,33413297,17.592762,-3.793494,-1898987.386000
110200000,76757435,38740449,38016986,33442565,17.518999,-3.794181,-1899343.730000
110300000,76827937,38775453,38052484,33472063,17.625598,-3.794002,-1899236.740000
110400000,76898646,38810804,38087842,33501354,17.666987,-3.793966,-1899212.170000
110500000,76969222,38845938,38123284,33530778,17.408723,-3.793764,-1899151.469000
110600000,77039845,38881138,38158707,33560155,17.372128,-3.793655,-1899102.288000
110700000,77110573,38916552,38194021,33589427,17.841277,-3.793757,-1899080.091000
110800000,77181339,38952003,38229336,33618661,17.364583,-3.793856,-1899204.175000
110900000,77252085,38987463,38264622,33647915,17.731138,-3.794031,-1899234.916000
111000000,77322693,39022684,38300009,33677307,18.081718,-3.793968,-1899148.549000
111100000,77393452,39058286,38335166,33706548,17.632513,-3.794163,-1899316.514000
111200000,77464059,39093742,38370317,33735941,17.779842,-3.794116,-1899269.956000
111300000,77534675,39128848,38405827,33765325,17.841335,-3.794123,-1899263.914000
111400000,77605001,39164000,38441001,33794999,17.569593,-3.794110,-1899299.553000
111500000,77675918,39199369,38476549,33824082,17.588062,-3.794036,-1899259.525000
111600000,77746520,39234537,38511983,33853480,17.749418,-3.793865,-1899148.716000
111700000,77816927,39269801,38547126,33883073,17.559112,-3.794043,-1899267.573000
111800000,77887669,39305154,38582515,33912331,17.402651,-3.794022,-1899281.346000
111900000,77958713,39340656,38618057,33941287,17.616456,-3.793830,-1899152.114000
112000000,78029499,39376147,38653352,33970501,17.758582,-3.794134,-1899282.901000
112100000,78100519,39411600,38688919,33999481,17.729857,-3.794163,-1899301.291000
112200000,78170841,39446708,38724133,34029159,17.618373,-3.793845,-1899159.774000
112300000,78241569,39482078,38759491,34058431,17.536991,-3.793968,-1899233.751000
112400000,78312015,39517078,38794937,34087985,17.321621,-3.793779,-1899172.278000
112500000,78382789,39552570,38830219,34117211,17.351059,-3.793759,-1899157.906000
112600000,78453418,39587845,38865573,34146582,17.542371,-3.793819,-1899157.857000
112700000,78524291,39623289,38901002,34175709,17.955655,-3.793870,-1899119.162000
112800000,78594949,39658784,38936165,34205051,17.840515,-3.793971,-1899187.887000
112900000,78665684,39694161,38971523,34234316,17.633456,-3.794107,-1899288.053000
113000000,78736561,39729448,39007113,34263439,17.817030,-3.794115,-1899263.338000
113100000,78807533,39764866,39042667,34292467,17.491992,-3.793929,-1899220.959000
113200000,78878273,39800315,39077958,34321727,17.707722,-3.793841,-1899143.037000
113300000,78948857,39835657,39113200,34351143,17.786547,-3.793829,-1899124.820000
113400000,79019624,39871142,39148482,34380376,17.495182,-3.794286,-1899399.354000
113500000,79090239,39906520,39183719,34409761,18.181818,-3.794248,-1899275.143000
113600000,79161018,39942009,39219009,34438982,17.643477,-3.794084,-1899275.236000
113700000,79231518,39977201,39254317,34468482,17.831430,-3.794146,-1899276.977000
113800000,79302080,40012350,39289730,34497920,17.748846,-3.794131,-1899281.975000
113900000,79372711,40047577,39325134,34527289,17.759280,-3.794119,-1899274.727000
114000000,79443445,40082976,39360469,34556555,17.562025,-3.794099,-1899294.071000
114100000,79514031,40118192,39395839,34585969,17.598603,-3.794284,-1899382.065000
114200000,79584499,40153446,39431053,34615501,17.546566,-3.794049,-1899272.860000
114300000,79655029,40188909,39466120,34644971,17.823440,-3.794316,-1899363.310000
114400000,79725739,40224375,39501364,34674261,17.812525,-3.794411,-1899412.473000
114500000,79796453,40259492,39536961,34703547,17.747219,-3.794174,-1899303.978000
114600000,79867161,40294982,39572179,34732839,17.863377,-3.794195,-1899296.410000
114700000,79937970,40330337,39607633,34762030,17.974150,-3.794334,-1899348.689000
114800000,80008608,40365895,39642713,34791392,17.778205,-3.794481,-1899453.065000
114900000,80079255,40401292,39677963,34820745,17.635634,-3.794599,-1899534.333000
115000000,80149837,40436624,39713213,34850163,17.750292,-3.794382,-1899407.623000
115100000,80220484,40472012,39748472,34879516,17.891602,-3.794330,-1899360.075000
115200000,80291623,40507438,39784185,34908377,17.860060,-3.794324,-1899361.703000
115300000,80362097,40542675,39819422,34937903,17.523397,-3.794337,-1899420.611000
115400000,80432987,40578058,39854929,34967013,17.656369,-3.794087,-1899274.582000
115500000,80503750,40613401,39890349,34996250,17.794616,-3.794464,-1899441.885000
115600000,80574320,40648424,39925896,35025680,17.753878,-3.794127,-1899279.638000
115700000,80645071,40683718,39961353,35054929,17.980319,-3.794105,-1899232.921000
115800000,80715817,40719305,39996512,35084183,17.845681,-3.794339,-1899371.225000
115900000,80768732,40745793,40022939,35131268,17.688512,-3.794265,-1899372.913000
116000000,80768732,40745793,40022939,35231268,17.690218,-3.794265,-1899372.913000
116100000,80768732,40745793,40022939,35331268,17.688221,-3.794265,-1899372.913000
116200000,80768732,40745793,40022939,35431268,17.688613,-3.794265,-1899372.913000
116300000,80768732,40745793,40022939,35531268,17.687929,-3.794265,-1899372.913000
116400000,80768732,40745793,40022939,35631268,17.689939,-3.794265,-1899372.913000
116500000,80768732,40745793,40022939,35731268,17.687042,-3.794265,-1899372.913000
116600000,80768732,40745793,40022939,35831268,17.693029,-3.794265,-1899372.913000
116700000,80796955,40759859,40037096,35903045,17.769438,-3.794076,-1899251.586000
116800000,80867626,40795180,40072446,35932374,17.300688,-3.794313,-1899443.595000
116900000,80938386,40830525,40107861,35961614,17.659496,-3.794215,-1899338.351000
117000000,81008998,40865698,40143300,35991002,17.666312,-3.794223,-1899342.095000
117100000,81079552,40901053,40178499,36020448,17.790758,-3.794454,-1899437.763000
117200000,81150039,40936514,40213525,36049961,17.662249,-3.794455,-1899458.799000
117300000,81220437,40971612,40248825,36079563,17.778032,-3.794239,-1899332.025000
117400000,81291103,41007141,40283962,36108897,17.768868,-3.794436,-1899432.164000
117500000,81361958,41042572,40319386,36138042,17.308132,-3.794551,-1899561.721000
117600000,81432943,41077969,40354974,36167057,17.487829,-3.794491,-1899503.260000
117700000,81503784,41113327,40390457,36196216,17.565152,-3.794809,-1899650.628000
117800000,81574606,41148560,40426046,36225394,17.488876,-3.794564,-1899539.915000
117900000,81645418,41184098,40461320,36254582,17.332965,-3.794584,-1899574.382000
118000000,81715996,41219457,40496539,36284004,17.509314,-3.794850,-1899680.077000
118100000,81786649,41255056,40531593,36313351,17.651552,-3.795206,-1899836.409000
118200000,81857394,41290341,40567053,36342606,17.427184,-3.794887,-1899710.916000
118300000,81928141,41325470,40602671,36371859,17.434978,-3.794645,-1899589.086000
118400000,81998300,41360606,40637694,36401700,17.691628,-3.794487,-1899469.864000
118500000,82069443,41396292,40673151,36430557,17.644027,-3.794725,-1899596.179000
118600000,82140117,41431516,40708601,36459883,17.568184,-3.794507,-1899499.111000
118700000,82210841,41467052,40743789,36489159,17.708166,-3.795099,-1899773.824000
118800000,82281623,41502370,40779253,36518377,17.220711,-3.794844,-1899722.096000
118900000,82352328,41537697,40814631,36547672,18.029765,-3.794903,-1899626.845000
119000000,82422919,41572907,40850012,36577081,17.645395,-3.794525,-1899496.076000
119100000,82493626,41608275,40885351,36606374,17.752359,-3.794721,-1899577.468000
119200000,82564072,41643537,40920535,36635928,17.530038,-3.794897,-1899700.412000
119300000,82634917,41679148,40955769,36665083,17.805258,-3.795041,-1899729.520000
119400000,82705692,41714569,40991123,36694308,17.433602,-3.794835,-1899684.202000
119500000,82775886,41749792,41026094,36724114,17.575608,-3.795126,-1899808.177000
119600000,82846716,41785308,41061408,36753284,17.318941,-3.795100,-1899835.018000
119700000,82917608,41820837,41096771,36782392,17.671104,-3.795143,-1899801.486000
119800000,82988376,41856219,41132157,36811624,17.406208,-3.795197,-1899870.299000
119900000,83058921,41891624,41167297,36841079,17.645372,-3.795271,-1899870.036000
120000000,83107470,41915948,41191522,36892530,17.639650,-3.795320,-1899909.238000
120100000,83107470,41915948,41191522,36992530,17.638754,-3.795320,-1899909.238000
120200000,83107470,41915948,41191522,37092530,17.643545,-3.795320,-1899909.238000
120300000,83107470,41915948,41191522,37192530,17.633245,-3.795320,-1899909.238000
120400000,83107470,41915948,41191522,37292530,17.639365,-3.795320,-1899909.238000
120500000,83107470,41915948,41191522,37392530,17.648137,-3.795320,-1899909.238000
120600000,83107470,41915948,41191522,37492530,17.645775,-3.795320,-1899909.238000
120700000,83107470,41915948,41191522,37592530,17.640316,-3.795320,-1899909.238000
120800000,83107470,41915948,41191522,37692530,17.643795,-3.795320,-1899909.238000
120900000,83107470,41915948,41191522,37792530,17.638152,-3.795320,-1899909.238000
121000000,83107470,41915948,41191522,37892530,17.639771,-3.795320,-1899909.238000
121100000,83107470,41915948,41191522,37992530,17.640492,-3.795320,-1899909.238000
121200000,83128596,41926566,41202030,38071404,17.728270,-3.795393,-1899918.133000
121300000,83199384,41961944,41237440,38100616,17.552378,-3.795239,-1899868.541000
121400000,83270105,41997338,41272767,38129895,17.358947,-3.795016,-1899787.372000
121500000,83340765,42032840,41307925,38159235,17.753220,-3.795219,-1899826.998000
121600000,83411660,42068284,41343376,38188340,17.699667,-3.795257,-1899854.486000
121700000,83482243,42103687,41378556,38217757,17.470710,-3.795074,-1899798.471000
121800000,83552930,42138990,41413940,38247070,17.570515,-3.795202,-1899846.905000
121900000,83623968,42174588,41449380,38276032,17.380157,-3.795280,-1899917.414000
122000000,83694766,42209990,41484776,38305234,17.607024,-3.795340,-1899910.230000
122100000,83765299,42245315,41519984,38334701,17.684104,-3.795158,-1899806.981000
122200000,83835908,42280721,41555187,38364092,17.621095,-3.795162,-1899819.511000
122300000,83906738,42315988,41590750,38393262,17.499165,-3.795125,-1899819.397000
122400000,83977258,42351229,41626029,38422742,17.459587,-3.795040,-1899782.955000
122500000,84048136,42386686,41661450,38451864,17.676213,-3.795507,-1899983.326000
122600000,84119034,42422093,41696941,38480966,17.795315,-3.795118,-1899769.957000
122700000,84189718,42457479,41732239,38510282,17.553612,-3.795297,-1899897.261000
122800000,84260733,42492996,41767737,38539267,17.292736,-3.795066,-1899821.994000
122900000,84331467,42528272,41803195,38568533,17.574131,-3.795303,-1899898.347000
123000000,84401971,42563410,41838561,38598029,17.460181,-3.795427,-1899977.066000
123100000,84472625,42598681,41873944,38627375,17.516445,-3.795196,-1899852.852000
123200000,84543262,42633972,41909290,38656738,17.578068,-3.795074,-1899780.873000
123300000,84613742,42669261,41944481,38686258,17.553025,-3.795363,-1899930.358000
123400000,84684335,42704581,41979754,38715665,17.572019,-3.795304,-1899897.695000
123500000,84755013,42739799,42015214,38744987,17.487443,-3.795127,-1899822.262000
123600000,84825549,42775006,42050543,38774451,17.895366,-3.795124,-1899757.379000
123700000,84896018,42810297,42085721,38803982,17.609724,-3.795279,-1899879.422000
123800000,84966557,42845450,42121107,38833443,17.622686,-3.795248,-1899862.071000
123900000,85037027,42880628,42156399,38862973,17.507598,-3.795143,-1899827.317000
124000000,85107761,42915924,42191837,38892239,17.612746,-3.795025,-1899751.882000
124100000,85178196,42951255,42226941,38921804,17.411607,-3.795093,-1899817.071000
124200000,85249077,42986646,42262431,38950923,17.433669,-3.795231,-1899883.136000
124300000,85320048,43022080,42297968,38979952,17.292400,-3.794921,-1899749.461000
124400000,85390737,43057535,42333202,39009263,17.966989,-3.795189,-1899779.347000
124500000,85461737,43092890,42368847,39038263,17.701464,-3.795251,-1899851.054000
124600000,85532562,43128421,42404141,39067438,17.309849,-3.795194,-1899883.604000
124700000,85603421,43163980,42439441,39096579,17.940795,-3.795251,-1899813.800000
124800000,85674103,43199093,42475010,39125897,17.572398,-3.795236,-1899863.621000
124900000,85744913,43234590,42510323,39155087,17.652879,-3.794991,-1899728.421000
125000000,85815432,43269872,42545560,39184568,17.615746,-3.794994,-1899737.704000
125100000,85886239,43305318,42580921,39213761,17.371135,-3.795134,-1899843.986000
125200000,85956768,43340668,42616100,39243232,17.753282,-3.795118,-1899776.484000
125300000,86027280,43376019,42651261,39272720,17.730392,-3.795311,-1899876.649000
125400000,86097883,43411159,42686724,39302117,17.554102,-3.795120,-1899809.248000
125500000,86168633,43446796,42721837,39331367,17.675651,-3.795526,-1899992.641000
125600000,86239335,43482019,42757316,39360665,17.449592,-3.795339,-1899935.199000
125700000,86309979,43517450,42792529,39390021,17.664259,-3.795418,-1899940.858000
125800000,86380604,43552853,42827751,39419396,17.509664,-3.795608,-1900059.981000
125900000,86451076,43588182,42862894,39448924,17.550296,-3.795427,-1899962.756000
126000000,86521719,43623524,42898195,39478281,17.297141,-3.795461,-1900021.396000
126100000,86592341,43658994,42933347,39507659,17.728296,-3.795917,-1900181.212000
126200000,86662976,43694422,42968554,39537024,17.625034,-3.795749,-1900114.064000
126300000,86733574,43729713,43003861,39566426,17.367548,-3.795664,-1900111.255000
126400000,86804421,43765202,43039219,39595579,17.569085,-3.795831,-1900162.747000
126500000,86875261,43800713,43074548,39624739,17.589774,-3.796167,-1900327.583000
126600000,86946213,43836021,43110192,39653787,17.235603,-3.795520,-1900058.978000
126700000,87016798,43871513,43145285,39683202,17.734237,-3.795832,-1900137.030000
126800000,87087489,43906971,43180518,39712511,17.223166,-3.796118,-1900360.273000
126900000,87157950,43942118,43215832,39742050,17.521434,-3.795888,-1900197.545000
127000000,87228704,43977427,43251277,39771296,17.557421,-3.795960,-1900228.920000
127100000,87299770,44012892,43286878,39800230,17.444912,-3.795784,-1900158.328000
127200000,87370553,44048219,43322334,39829447,17.729290,-3.795784,-1900114.499000
127300000,87441550,44083714,43357836,39858450,17.442018,-3.795776,-1900154.681000
127400000,87512189,44118860,43393329,39887811,17.671397,-3.795815,-1900138.725000
127500000,87582796,44154126,43428670,39917204,17.572378,-3.795655,-1900073.709000
127600000,87653343,44189508,43463835,39946657,17.477506,-3.795630,-1900076.151000
127700000,87723338,44224539,43498799,39976662,17.531932,-3.795672,-1900090.052000
127800000,87794063,44259708,43534355,40005937,17.846768,-3.795777,-1900091.725000
127900000,87864989,44295048,43569941,40035011,17.438456,-3.795672,-1900103.210000
128000000,87935741,44330474,43605267,40064259,17.724575,-3.796043,-1900244.745000
128100000,88006458,44365898,43640560,40093542,17.647896,-3.796058,-1900264.127000
128200000,88077209,44401228,43675981,40122791,17.732754,-3.796094,-1900269.047000
128300000,88147780,44436431,43711349,40152220,17.581064,-3.795750,-1900120.208000
128400000,88218291,44471682,43746609,40181709,17.814439,-3.796283,-1900350.743000
128500000,88288751,44506892,43781859,40211249,17.640363,-3.796004,-1900237.907000
128600000,88359433,44542292,43817141,40240567,17.504320,-3.796197,-1900356.186000
128700000,88429804,44577405,43852399,40270196,17.438748,-3.796276,-1900406.159000
128800000,88500564,44612530,43888034,40299436,17.491744,-3.796024,-1900271.137000
128900000,88571308,44648057,43923251,40328692,17.292679,-3.796090,-1900335.359000
129000000,88641911,44683300,43958611,40358089,17.599560,-3.795997,-1900241.002000
129100000,88712790,44718837,43993953,40387210,17.405625,-3.795959,-1900252.400000
129200000,88783378,44754098,44029280,40416622,17.426049,-3.795976,-1900258.613000
129300000,88854184,44789447,44064737,40445816,17.214239,-3.796027,-1900316.031000
129400000,88924643,44824679,44099964,40475357,17.408117,-3.795962,-1900253.534000
129500000,88995371,44860005,44135366,40504629,17.555191,-3.796160,-1900329.861000
129600000,89066302,44895567,44170735,40533698,17.397474,-3.796115,-1900333.017000
129700000,89137213,44931059,44206154,40562787,17.803753,-3.796198,-1900309.904000
129800000,89207838,44966342,44241496,40592162,17.912693,-3.796053,-1900219.907000
129900000,89278291,45001819,44276472,40621709,17.845258,-3.796051,-1900229.509000
130000000,89349160,45037066,44312094,40650840,17.331505,-3.796053,-1900312.642000
130100000,89420336,45072585,44347751,40679664,17.857222,-3.796250,-1900327.563000
130200000,89490467,45107646,44382821,40709533,17.644727,-3.796139,-1900305.255000
130300000,89561250,45143085,44418165,40738750,17.910792,-3.796149,-1900268.767000
130400000,89632030,45178418,44453612,40767970,17.458770,-3.796177,-1900353.671000
130500000,89702751,45213630,44489121,40797249,17.666996,-3.796079,-1900270.841000
130600000,89773568,45248933,44524635,40826432,17.916879,-3.796201,-1900293.037000
130700000,89844168,45284323,44559845,40855832,17.636394,-3.796117,-1900295.403000
130800000,89915171,45319889,44595282,40884829,17.389478,-3.795984,-1900267.394000
130900000,89985925,45355379,44630546,40914075,17.847830,-3.796198,-1900303.683000
131000000,90056663,45390586,44666077,40943337,17.797852,-3.796259,-1900341.563000
131100000,90127318,45426096,44701222,40972682,17.785197,-3.796336,-1900382.692000
131200000,90198098,45461449,44736649,41001902,17.622909,-3.796097,-1900287.556000
131300000,90268840,45496759,44772081,41031160,17.641693,-3.796350,-1900411.733000
131400000,90339545,45531968,44807577,41060455,17.565842,-3.796378,-1900437.093000
131500000,90410374,45567578,44842796,41089626,17.530157,-3.796356,-1900431.888000
131600000,90481063,45602870,44878193,41118937,17.628020,-3.796260,-1900368.839000
131700000,90551740,45638270,44913470,41148260,17.485090,-3.796430,-1900476.220000
131800000,90622663,45673669,44948994,41177337,17.368132,-3.796280,-1900419.040000
131900000,90693556,45709097,44984459,41206444,17.496299,-3.796318,-1900417.819000
132000000,90764283,45744564,45019719,41235717,17.541905,-3.796450,-1900477.818000
132100000,90834878,45779883,45054995,41265122,17.188588,-3.796735,-1900675.387000
132200000,90905352,45814801,45090551,41294648,17.422149,-3.796419,-1900480.654000
132300000,90976473,45850422,45126051,41323527,17.739520,-3.796534,-1900488.103000
132400000,91047398,45885794,45161604,41352602,17.521145,-3.796281,-1900395.632000
132500000,91118259,45921405,45196854,41381741,17.685261,-3.796133,-1900295.987000
132600000,91188904,45956983,45231921,41411096,17.516453,-3.796432,-1900472.183000
132700000,91259759,45992291,45267468,41440241,17.491463,-3.796693,-1900606.690000
132800000,91330160,46027556,45302604,41469840,17.616847,-3.796478,-1900479.442000
132900000,91400899,46062927,45337972,41499101,17.405285,-3.796597,-1900572.118000
133000000,91471644,46098358,45373286,41528356,17.880058,-3.796519,-1900459.268000
133100000,91542286,46133839,45408447,41557714,17.519323,-3.796584,-1900547.899000
133200000,91612762,46169201,45443561,41587238,17.404876,-3.796512,-1900529.515000
133300000,91683282,46204563,45478719,41616718,17.603033,-3.796525,-1900505.230000
133400000,91753819,46239786,45514033,41646181,17.374938,-3.796305,-1900429.791000
133500000,91824562,46275099,45549463,41675438,17.222389,-3.796472,-1900537.860000
133600000,91895450,46310511,45584939,41704550,17.695687,-3.796371,-1900412.970000
133700000,91966420,46346268,45620152,41733580,17.469213,-3.796421,-1900473.677000
133800000,92037267,46381863,45655404,41762733,17.566114,-3.796440,-1900468.359000
133900000,92108203,46417435,45690768,41791797,17.382565,-3.796716,-1900635.124000
134000000,92178894,46452835,45726059,41821106,17.261509,-3.796646,-1900619.227000
134100000,92249118,46487877,45761241,41850882,17.357872,-3.796637,-1900599.553000
134200000,92319796,46523179,45796617,41880204,17.645514,-3.796610,-1900541.048000
134300000,92390788,46558733,45832055,41909212,17.520529,-3.796740,-1900625.901000
134400000,92461515,46594059,45867456,41938485,17.434815,-3.796762,-1900650.352000
134500000,92532402,46629431,45902971,41967598,17.576559,-3.796652,-1900572.757000
134600000,92603121,46664676,45938445,41996879,17.509319,-3.796121,-1900317.150000
134700000,92673962,46700256,45973706,42026038,17.524626,-3.796482,-1900495.965000
134800000,92744634,46735571,46009063,42055366,17.022527,-3.796500,-1900583.259000
134900000,92815401,46771046,46044355,42084599,17.419606,-3.796698,-1900620.305000
135000000,92886366,46806492,46079874,42113634,17.452302,-3.796651,-1900591.944000
135100000,92957174,46841957,46115217,42142826,17.424197,-3.796657,-1900599.412000
135200000,93027899,46877425,46150474,42172101,17.473961,-3.796601,-1900563.580000
135300000,93098724,46912653,46186071,42201276,17.762653,-3.796407,-1900420.926000
135400000,93169588,46948147,46221441,42230412,17.598604,-3.796441,-1900463.490000
135500000,93240521,46983670,46256851,42259479,17.652861,-3.796736,-1900603.110000
135600000,93310927,47018842,46292085,42289073,17.369879,-3.796600,-1900578.715000
135700000,93381728,47054253,46327475,42318272,17.359861,-3.796301,-1900431.035000
135800000,93452543,47089526,46363017,42347457,17.367189,-3.796320,-1900439.031000
135900000,93523533,47125101,46398432,42376467,17.457600,-3.796635,-1900583.132000
136000000,93594090,47160374,46433716,42405910,17.626390,-3.796783,-1900630.847000
136100000,93664695,47195627,46469068,42435305,17.199721,-3.796401,-1900506.001000
136200000,93735332,47230964,46504368,42464668,17.397435,-3.796432,-1900490.540000
136300000,93806276,47266329,46539947,42493724,17.250581,-3.796190,-1900392.679000
136400000,93877356,47301863,46575493,42522644,17.065728,-3.796432,-1900545.470000
136500000,93948057,47337147,46610910,42551943,17.273924,-3.796325,-1900456.481000
136600000,94018925,47372686,46646239,42581075,17.304814,-3.796358,-1900467.784000
136700000,94089752,47408005,46681747,42610248,17.454751,-3.796522,-1900526.951000
136800000,94160695,47443522,46717173,42639305,17.357424,-3.796566,-1900564.220000
136900000,94231682,47479029,46752653,42668318,17.178507,-3.796597,-1900607.824000
137000000,94302606,47514531,46788075,42697394,17.122142,-3.796441,-1900538.215000
137100000,94373430,47549962,46823468,42726570,17.256003,-3.796545,-1900569.513000
137200000,94444256,47585413,46858843,42755744,17.397288,-3.796608,-1900578.973000
137300000,94515289,47621116,46894173,42784711,17.331118,-3.797182,-1900877.150000
137400000,94586353,47656596,46929757,42813647,17.587822,-3.797070,-1900780.744000
137500000,94657178,47692041,46965137,42842822,17.523135,-3.797050,-1900780.860000
137600000,94727918,47727405,47000513,42872082,17.539419,-3.797028,-1900768.825000
137700000,94798752,47762931,47035821,42901248,17.407115,-3.797090,-1900818.892000
137800000,94869318,47798310,47071008,42930682,17.727249,-3.796870,-1900658.825000
137900000,94939834,47833694,47106140,42960166,17.359789,-3.796699,-1900630.451000
138000000,95010673,47868973,47141700,42989327,17.680016,-3.796758,-1900609.714000
138100000,95081583,47904497,47177086,43018417,17.357738,-3.796954,-1900758.532000
138200000,95152346,47939937,47212409,43047654,17.510578,-3.796977,-1900746.030000
138300000,95222828,47975040,47247788,43077172,17.491385,-3.796918,-1900720.343000
138400000,95293639,48010463,47283176,43106361,17.284473,-3.796630,-1900607.654000
138500000,95364246,48045710,47318536,43135754,17.544635,-3.796632,-1900568.342000
138600000,95435001,48081280,47353721,43164999,17.386720,-3.796899,-1900726.300000
138700000,95505663,48116462,47389201,43194337,17.472071,-3.796738,-1900633.089000
138800000,95576423,48151850,47424573,43223577,17.403711,-3.796806,-1900677.062000
138900000,95647164,48187324,47459840,43252836,17.465787,-3.796910,-1900719.806000
139000000,95717921,48222746,47495175,43282079,17.619470,-3.796827,-1900653.744000
139100000,95788629,48258105,47530524,43311371,17.533710,-3.797075,-1900789.275000
139200000,95859260,48293434,47565826,43340740,17.357773,-3.797046,-1900804.639000
139300000,95930201,48328930,47601271,43369799,17.231047,-3.797062,-1900831.451000
139400000,96000992,48364234,47636758,43399008,17.511269,-3.796924,-1900719.273000
139500000,96071769,48399547,47672222,43428231,17.450229,-3.796820,-1900676.993000
139600000,96142481,48435155,47707326,43457519,17.391254,-3.796952,-1900753.265000
139700000,96213333,48470285,47743048,43486667,17.666761,-3.796661,-1900563.440000
139800000,96283168,48505149,47778019,43516832,17.412628,-3.796611,-1900579.489000
139900000,96353857,48540637,47813220,43546143,17.637927,-3.796867,-1900671.380000
140000000,96424555,48576059,47848496,43575445,17.414913,-3.796800,-1900673.536000
140100000,96495276,48611463,47883813,43604724,17.430173,-3.796912,-1900726.207000
140200000,96566255,48646750,47919505,43633745,17.402184,-3.797030,-1900789.450000
140300000,96637046,48682025,47955021,43662954,17.194230,-3.796921,-1900767.451000
140400000,96707876,48717415,47990461,43692124,17.525163,-3.796980,-1900745.563000
140500000,96779010,48752768,48026242,43720990,16.992500,-3.796594,-1900634.969000
140600000,96849670,48788118,48061552,43750330,17.289621,-3.796697,-1900640.257000
140700000,96920328,48823396,48096932,43779672,17.443469,-3.796778,-1900656.686000
140800000,96991116,48858909,48132207,43808884,17.609460,-3.796938,-1900711.178000
140900000,97062046,48894339,48167707,43837954,17.310062,-3.797098,-1900838.968000
141000000,97132813,48929580,48203233,43867187,17.263364,-3.796802,-1900697.233000
141100000,97203581,48965165,48238416,43896419,17.112867,-3.797031,-1900836.834000
141200000,97274492,49000497,48273995,43925508,17.276776,-3.797247,-1900918.080000
141300000,97345356,49035822,48309534,43954644,17.267431,-3.796804,-1900697.581000
141400000,97416080,49071282,48344798,43983920,17.104539,-3.796734,-1900687.632000
141500000,97486904,49106746,48380158,44013096,17.281911,-3.797153,-1900871.470000
141600000,97557473,49142228,48415245,44042527,17.749502,-3.797349,-1900895.638000
141700000,97628213,49177704,48450509,44071787,17.433334,-3.796945,-1900742.151000
141800000,97698918,49213177,48485741,44101082,17.518006,-3.797308,-1900911.445000
141900000,97769914,49248726,48521188,44130086,17.495861,-3.797183,-1900851.736000
142000000,97840506,49283849,48556657,44159494,17.402785,-3.796927,-1900738.034000
142100000,97911266,49319263,48592003,44188734,17.649094,-3.797168,-1900820.349000
142200000,97982051,49354582,48627469,44217949,17.375026,-3.797176,-1900867.479000
142300000,98052941,49390147,48662794,44247059,17.456224,-3.797294,-1900913.839000
142400000,98123753,49425557,48698196,44276247,17.427930,-3.797094,-1900817.998000
142500000,98194262,49460778,48733484,44305738,17.355105,-3.797201,-1900882.831000
142600000,98265080,49496229,48768851,44334920,17.206420,-3.797189,-1900899.776000
142700000,98335577,49531655,48803922,44364423,17.613664,-3.797071,-1900776.974000
142800000,98406358,49567050,48839308,44393642,17.822776,-3.797214,-1900817.320000
142900000,98477032,49602289,48874743,44422968,17.617469,-3.796967,-1900724.484000
